course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
hard,coding,46-60,17,6,45.54562040415782,mobile,8,Y,N
medium,coding,26-35,16,5,43.23338696793087,mobile,8,Y,Y
easy,video,26-35,5,1,28.160714514453208,mobile,10,Y,Y
easy,video,36-45,12,3,2.0,mobile,10,Y,N
easy,combined,26-35,12,6,34.690236254622704,mobile,3,N,Y
easy,video,26-35,10,4,47.64688487069536,desktop,8,N,Y
medium,video,18-25,19,2,44.80548489376282,mobile,8,N,Y
easy,video,18-25,2,2,35.55538811692464,desktop,15,N,Y
easy,coding,18-25,5,6,15.725966827938569,desktop,8,N,N
medium,reading,18-25,1,1,23.69631595645902,mobile,1,N,N
medium,coding,36-45,14,0,53.205772784948095,desktop,3,N,N
hard,combined,36-45,13,6,12.999245584030394,desktop,10,N,Y
easy,video,18-25,20,2,16.22590526219537,desktop,5,N,Y
medium,reading,26-35,11,6,41.31061861398341,mobile,10,Y,Y
easy,video,18-25,3,4,24.826089062333665,desktop,10,N,N
medium,video,18-25,9,7,15.818938533544538,mobile,30,Y,Y
easy,reading,46-60,1,4,48.335654144676184,desktop,15,Y,Y
hard,video,36-45,14,6,35.53267173774168,mobile,1,N,Y
hard,coding,46-60,14,6,25.41838602747386,mobile,8,N,Y
hard,video,26-35,18,1,16.250701969205814,mobile,20,N,Y
hard,video,18-25,7,7,54.56887876631926,desktop,5,N,Y
easy,coding,36-45,6,5,29.70657817504071,desktop,30,N,Y
easy,video,46-60,1,0,46.76793674963393,desktop,10,N,Y
hard,video,26-35,8,0,40.723602535313276,mobile,3,N,Y
medium,video,26-35,9,2,23.74918126004119,desktop,5,Y,Y
medium,coding,36-45,15,0,23.844706620122626,desktop,30,Y,N
medium,video,36-45,15,2,47.355778775207035,desktop,40,N,N
easy,video,18-25,2,7,47.550207991439734,mobile,20,Y,Y
medium,video,26-35,5,3,7.4770082865511895,desktop,8,Y,Y
medium,video,36-45,10,0,36.59736313178631,desktop,20,N,Y
easy,reading,18-25,7,3,28.545422343316563,desktop,5,Y,Y
medium,video,46-60,0,1,17.60012204473793,mobile,8,Y,Y
easy,coding,26-35,17,6,33.14095313660637,desktop,15,N,Y
easy,video,26-35,15,0,13.804838508163268,desktop,30,Y,Y
hard,combined,26-35,10,6,24.402535744246798,mobile,8,N,Y
medium,combined,18-25,6,3,20.41831520676039,mobile,10,Y,Y
easy,video,36-45,17,0,24.002504830128018,mobile,5,N,Y
medium,video,18-25,0,5,29.14225807605611,mobile,8,Y,Y
easy,video,36-45,9,3,17.813200057134164,mobile,3,N,Y
medium,video,18-25,16,6,48.87814834647957,mobile,20,N,Y
easy,combined,18-25,20,4,35.9193988007295,mobile,1,Y,N
medium,video,18-25,5,6,51.53475634058466,mobile,15,N,N
hard,video,26-35,13,3,28.079040371063765,mobile,5,N,Y
medium,reading,26-35,3,0,23.41452045243469,desktop,10,Y,N
medium,reading,18-25,2,1,51.10098737391634,mobile,5,Y,Y
easy,video,46-60,7,3,23.06328312151218,mobile,8,N,Y
easy,video,26-35,18,3,27.860495736130503,mobile,10,N,Y
easy,video,36-45,14,6,38.64056892596778,desktop,15,N,Y
hard,video,26-35,10,3,15.147290300432658,mobile,30,N,N
easy,video,26-35,5,6,38.5355362175238,desktop,8,N,Y
hard,reading,46-60,2,1,37.00016479397523,mobile,10,Y,Y
easy,combined,36-45,5,3,45.23190381645399,mobile,30,Y,Y
medium,coding,26-35,3,6,40.68053403612169,desktop,5,N,Y
medium,combined,36-45,3,0,45.599740234530856,mobile,20,N,N
medium,video,26-35,14,2,28.674937193899076,mobile,30,N,N
easy,video,18-25,2,6,19.647956175515272,mobile,20,N,Y
hard,video,26-35,0,4,55.31982496900035,desktop,10,N,Y
easy,video,26-35,11,6,11.679652613736398,mobile,15,N,Y
easy,video,36-45,6,4,12.881843053514306,mobile,10,N,Y
easy,reading,18-25,9,6,36.78153648610598,desktop,10,Y,Y
medium,video,26-35,2,7,49.49983257812819,mobile,40,N,Y
medium,video,60+,4,7,32.27461015096998,mobile,5,N,Y
medium,coding,18-25,9,0,41.99164439642647,desktop,20,N,N
hard,combined,46-60,14,4,6.050367270336498,desktop,10,N,Y
medium,coding,26-35,8,0,24.005460453826355,mobile,5,Y,N
medium,reading,36-45,11,1,7.51262631428089,desktop,15,N,Y
easy,reading,18-25,10,2,39.36493149874392,desktop,20,N,Y
easy,video,18-25,5,5,11.433224080931826,mobile,10,N,N
medium,video,46-60,5,3,14.666173847608235,mobile,20,N,Y
easy,reading,26-35,8,6,36.16830245953683,mobile,8,N,Y
easy,video,36-45,0,2,42.741892224212755,desktop,30,Y,Y
medium,video,18-25,14,4,28.0923827012494,mobile,15,Y,Y
easy,video,36-45,12,6,36.842070049302116,desktop,20,Y,Y
medium,combined,18-25,6,7,36.453458002477106,desktop,5,N,N
easy,reading,18-25,7,1,27.414877686690335,mobile,8,Y,Y
hard,reading,18-25,6,5,16.863534205365013,mobile,30,N,Y
easy,reading,26-35,13,0,36.77869688261571,mobile,3,N,Y
easy,reading,18-25,15,4,37.357148289300994,mobile,8,N,Y
easy,video,46-60,2,3,40.7282928370831,mobile,20,N,Y
medium,reading,36-45,8,7,33.74479708894677,desktop,15,N,N
medium,video,18-25,0,6,15.978001038248085,desktop,20,N,Y
medium,combined,18-25,9,7,38.28408193643016,mobile,15,N,N
medium,reading,36-45,5,6,29.983427037259904,mobile,30,Y,Y
medium,coding,46-60,7,3,24.207150668119883,desktop,10,N,Y
medium,video,26-35,9,5,26.464369953675455,desktop,15,N,Y
easy,video,18-25,6,0,21.716913859315444,desktop,20,N,Y
hard,video,36-45,8,4,40.666125346253146,mobile,15,N,Y
hard,video,26-35,16,0,12.982623197039757,mobile,3,Y,N
easy,combined,26-35,17,5,18.07816878232298,desktop,8,Y,Y
medium,video,36-45,0,7,26.05472538393966,mobile,10,N,Y
hard,combined,36-45,7,5,49.365010178868,desktop,20,N,N
medium,coding,18-25,17,6,42.65136658911419,mobile,10,N,N
medium,video,18-25,11,1,10.309910361033296,mobile,20,Y,N
easy,video,18-25,4,7,46.216165065029834,mobile,20,N,Y
easy,combined,18-25,12,4,46.19304260380421,desktop,5,N,Y
easy,coding,26-35,3,5,15.911900087728284,mobile,15,N,Y
easy,coding,46-60,0,6,2.0,desktop,10,N,Y
medium,video,18-25,13,5,29.133340531833092,mobile,5,Y,Y
medium,coding,36-45,10,2,43.46909291159786,mobile,10,N,Y
easy,combined,26-35,15,4,49.095143637602426,desktop,10,Y,Y
medium,reading,26-35,7,5,19.550072827664998,desktop,20,Y,N
medium,reading,26-35,17,6,51.023749255955586,mobile,10,Y,Y
hard,combined,18-25,8,3,3.2648112501995854,mobile,3,N,N
medium,reading,26-35,15,4,25.58339263404855,mobile,10,N,Y
medium,combined,36-45,2,4,24.993471969411033,mobile,20,N,Y
easy,coding,46-60,2,0,43.82804429909164,mobile,10,Y,Y
medium,coding,18-25,16,0,45.57962959127736,mobile,8,N,Y
easy,video,26-35,17,0,41.450683865200745,mobile,30,N,Y
medium,reading,36-45,19,5,13.793399415049265,desktop,5,N,Y
medium,video,18-25,6,3,40.35142838158706,mobile,8,N,Y
medium,video,18-25,0,6,36.108503623121905,mobile,8,N,N
medium,reading,18-25,20,5,9.94518737664491,mobile,15,N,N
medium,reading,18-25,12,1,5.195834054379755,mobile,20,N,Y
easy,video,26-35,5,0,42.455871480249314,mobile,3,N,N
medium,combined,26-35,16,2,27.838808388249067,mobile,20,Y,N
medium,reading,18-25,18,7,14.577814890541497,desktop,15,N,Y
hard,combined,18-25,5,0,27.501936855494776,mobile,20,N,N
medium,combined,46-60,16,1,34.36849297335843,desktop,30,N,N
medium,reading,18-25,16,0,29.005786479989435,desktop,20,N,Y
easy,reading,18-25,10,3,11.376166162486964,mobile,5,N,N
easy,reading,26-35,13,7,52.62668284276932,desktop,8,N,Y
medium,coding,18-25,5,5,42.050615627854704,desktop,30,N,N
medium,coding,18-25,19,3,25.975470579918394,desktop,10,Y,Y
hard,reading,36-45,20,1,26.458864129172547,mobile,10,Y,Y
medium,video,18-25,20,2,34.313848736558114,desktop,30,N,Y
easy,coding,18-25,15,4,16.44454325111602,mobile,20,Y,Y
medium,combined,26-35,0,2,33.87211723844362,mobile,15,N,Y
medium,video,46-60,7,5,14.031210757670813,desktop,20,N,Y
easy,video,26-35,9,7,29.153589397858006,mobile,3,N,Y
easy,video,26-35,20,1,15.977142001717695,desktop,20,N,Y
medium,coding,18-25,11,2,16.582992212079425,mobile,30,N,N
easy,reading,18-25,11,1,49.74867136341852,desktop,1,N,Y
easy,video,46-60,3,5,30.71071073141465,mobile,5,N,Y
easy,video,18-25,16,3,32.48887782481401,desktop,20,N,Y
easy,reading,26-35,7,2,5.8634416670241265,desktop,10,N,N
easy,reading,18-25,1,1,22.835978897747424,desktop,3,N,N
medium,video,36-45,20,0,35.53454542445217,mobile,5,N,Y
easy,reading,18-25,3,3,32.32963519137006,mobile,8,Y,Y
easy,video,18-25,0,5,4.151642143755534,mobile,8,N,N
hard,reading,18-25,1,1,32.48565499988497,desktop,20,N,Y
medium,coding,18-25,9,0,34.39870564259627,mobile,15,N,Y
easy,video,26-35,2,3,45.405143978384395,desktop,15,N,N
easy,combined,18-25,17,5,22.137226572739884,desktop,1,N,Y
hard,reading,36-45,10,2,3.09517535837195,desktop,8,N,Y
easy,reading,26-35,6,2,18.038750978338136,mobile,8,N,Y
hard,video,26-35,0,1,16.835219533577312,desktop,20,Y,N
medium,combined,26-35,10,5,38.84050653335969,desktop,30,N,N
hard,video,18-25,3,6,2.0,mobile,8,N,Y
easy,reading,26-35,20,6,24.619722479128534,mobile,40,Y,Y
hard,combined,46-60,6,4,47.109545682927056,mobile,1,N,N
easy,video,26-35,9,5,30.086549554003618,mobile,8,N,Y
easy,video,46-60,0,3,40.75580179411709,desktop,20,N,Y
hard,video,18-25,2,0,10.298419997386947,desktop,8,N,N
medium,video,18-25,4,2,10.776125841524127,desktop,30,N,Y
easy,video,18-25,1,5,47.24690949414281,desktop,5,Y,Y
hard,video,18-25,15,5,31.21458438908704,desktop,20,N,N
hard,video,46-60,19,7,31.23929234650973,mobile,5,N,Y
hard,combined,36-45,20,7,16.58216606271604,desktop,5,N,N
easy,video,18-25,5,1,31.20938074740278,mobile,8,N,Y
medium,video,46-60,16,0,16.248749179918846,desktop,30,Y,Y
easy,reading,26-35,10,2,44.2424453868678,mobile,10,N,Y
hard,coding,36-45,0,7,62.73396851841805,mobile,15,N,N
easy,reading,18-25,1,6,35.807292643983956,mobile,1,N,Y
easy,video,26-35,11,0,22.380643374461478,desktop,3,N,Y
easy,reading,18-25,8,1,2.0,mobile,3,N,Y
medium,video,18-25,0,4,9.786430625491906,desktop,20,N,N
easy,coding,18-25,19,5,48.65834197232563,desktop,5,N,Y
medium,video,26-35,15,7,17.649697880747123,mobile,8,N,Y
hard,video,26-35,10,6,25.549981419761853,desktop,15,Y,Y
medium,video,46-60,20,1,37.86391169495014,desktop,10,N,Y
easy,combined,18-25,20,0,47.78747759234151,desktop,8,Y,Y
medium,video,46-60,20,5,27.604956946033944,mobile,1,N,N
medium,video,18-25,5,4,25.143997564007584,desktop,8,N,Y
medium,video,36-45,18,7,30.859452342128204,mobile,15,N,Y
easy,video,36-45,10,4,22.468346200329393,mobile,5,Y,Y
medium,video,18-25,15,4,23.11416956048454,desktop,15,N,N
easy,coding,26-35,18,2,34.94256141040648,desktop,1,N,Y
medium,reading,26-35,3,0,32.22349821401384,mobile,30,N,Y
medium,video,18-25,9,7,55.57926367870301,mobile,30,N,Y
medium,video,18-25,2,6,35.266185799625156,desktop,1,Y,Y
hard,video,26-35,5,1,43.81374657712594,mobile,10,N,N
easy,video,26-35,8,5,17.144577879322426,desktop,8,N,Y
easy,coding,18-25,17,2,36.301887480363256,desktop,20,N,Y
hard,coding,26-35,18,3,21.32422384078729,desktop,10,N,Y
medium,coding,18-25,8,6,34.74543915955869,mobile,15,N,Y
easy,coding,18-25,6,6,38.2621751773781,mobile,5,N,Y
easy,coding,36-45,11,1,30.598426128017685,mobile,3,N,Y
hard,video,18-25,19,2,58.887908657697515,mobile,15,N,Y
easy,coding,36-45,20,6,47.13575722930143,desktop,15,N,Y
easy,reading,26-35,4,7,44.126943993949155,desktop,20,Y,Y
easy,video,18-25,3,0,39.17143430844016,desktop,20,N,Y
easy,coding,26-35,14,6,51.16032981276053,desktop,15,Y,Y
medium,reading,26-35,6,3,12.75636843036941,mobile,10,N,N
easy,video,46-60,4,4,46.44339741588691,desktop,30,Y,Y
medium,reading,60+,0,0,18.105068256005726,mobile,20,Y,N
easy,reading,18-25,8,5,23.227930571199245,mobile,20,Y,Y
easy,video,18-25,8,5,36.73670932874002,mobile,40,N,N
medium,video,18-25,11,5,44.798641986128686,mobile,8,N,Y
easy,reading,26-35,4,6,16.157080419816456,desktop,15,N,Y
medium,combined,26-35,15,7,23.84946146786723,desktop,15,Y,Y
hard,video,26-35,14,6,31.170384870015727,mobile,5,Y,Y
easy,reading,46-60,9,5,27.763607943651433,desktop,15,N,Y
easy,video,36-45,3,7,40.24838473482225,mobile,8,Y,Y
easy,video,18-25,10,5,71.23113139181424,desktop,10,N,N
medium,video,36-45,14,5,35.03184850231056,desktop,5,N,Y
easy,coding,60+,7,4,21.177642742052207,mobile,15,N,Y
easy,reading,18-25,5,6,14.441900032332054,mobile,15,N,Y
medium,video,26-35,10,0,26.09695303697273,mobile,10,N,Y
easy,combined,26-35,7,4,18.717001367654518,desktop,5,N,Y
medium,reading,26-35,8,3,35.61059750370508,desktop,10,N,Y
easy,combined,46-60,7,7,35.42425962941072,desktop,3,N,Y
easy,coding,18-25,6,0,24.44198154570052,mobile,8,Y,N
easy,combined,46-60,15,5,53.819460165405395,mobile,8,N,Y
medium,video,18-25,9,1,21.174632169121267,mobile,20,N,N
hard,video,26-35,9,7,28.56682718522191,desktop,8,N,Y
easy,video,26-35,13,6,37.66995199067781,mobile,10,N,Y
easy,combined,18-25,7,1,40.70465872523794,mobile,20,N,Y
easy,coding,18-25,2,6,45.33091825851839,mobile,8,N,Y
medium,video,46-60,17,3,35.141957747918866,desktop,20,N,Y
medium,coding,18-25,1,7,42.61095240945596,desktop,3,N,N
easy,video,18-25,12,5,22.01870193566473,desktop,8,N,Y
hard,video,26-35,5,0,41.01698352420458,desktop,3,Y,Y
medium,video,36-45,4,1,40.856749801876795,desktop,10,N,N
easy,reading,18-25,0,3,48.15464009704243,mobile,30,N,N
medium,video,46-60,18,1,9.97876809325749,mobile,15,Y,N
hard,coding,18-25,9,1,19.113802612787193,mobile,15,N,N
medium,video,26-35,7,7,39.877691632407625,desktop,5,N,Y
medium,reading,18-25,15,6,2.0,mobile,30,N,N
easy,video,26-35,0,3,35.9040740854602,mobile,10,N,Y
medium,reading,36-45,11,1,42.7176530991764,desktop,5,N,Y
hard,combined,18-25,10,1,23.08349702939472,desktop,40,N,N
easy,coding,26-35,11,7,24.837719998657057,mobile,8,N,N
medium,combined,26-35,2,2,17.110351833121154,mobile,8,N,N
medium,reading,18-25,20,0,23.74143456322316,desktop,1,N,Y
easy,combined,18-25,5,3,24.08917797645891,mobile,5,Y,Y
medium,combined,36-45,14,3,21.80590470641374,mobile,20,Y,Y
medium,video,36-45,15,4,21.147861866586037,mobile,10,N,Y
hard,combined,18-25,7,2,26.747942581339277,desktop,30,Y,N
easy,coding,18-25,2,7,26.602748212126542,desktop,3,N,N
medium,video,18-25,6,5,52.48958279833268,mobile,15,Y,Y
easy,coding,18-25,16,7,25.26977828259588,desktop,15,N,Y
medium,coding,26-35,19,2,34.129802594302305,mobile,15,N,Y
medium,combined,26-35,19,5,23.077404402284383,mobile,10,N,Y
medium,video,26-35,4,2,22.924850689902513,desktop,10,N,Y
medium,reading,18-25,12,5,9.54755354720853,desktop,15,N,Y
easy,coding,46-60,3,5,11.143605026266883,mobile,20,N,Y
medium,coding,26-35,14,2,15.516020644164005,mobile,8,N,Y
medium,reading,26-35,8,7,32.20436201712085,mobile,10,N,Y
easy,video,36-45,14,6,42.91408386341502,mobile,15,Y,Y
medium,video,26-35,14,7,8.560025677253783,desktop,8,Y,Y
medium,coding,36-45,20,1,23.411078383814196,desktop,5,N,N
easy,video,18-25,10,5,13.597311487795821,desktop,30,Y,Y
easy,coding,36-45,7,0,26.828674870397403,desktop,5,N,N
hard,coding,18-25,11,0,42.909233924485804,mobile,5,N,N
hard,video,46-60,3,7,24.637411180704298,desktop,15,Y,N
hard,combined,18-25,2,1,29.42979633360364,mobile,3,N,N
medium,video,18-25,10,6,47.46274075670777,desktop,1,Y,Y
medium,combined,26-35,17,3,35.49481116609491,mobile,3,Y,Y
medium,coding,26-35,11,2,20.878897730198375,desktop,3,N,N
easy,video,18-25,16,0,31.906983430028703,mobile,8,N,N
hard,video,18-25,3,5,20.069411863172512,mobile,20,N,Y
easy,reading,36-45,9,5,35.045784152832,desktop,8,N,N
hard,video,26-35,12,3,36.18408184887311,desktop,8,Y,Y
medium,coding,60+,7,6,13.59408359401857,desktop,15,N,N
easy,video,18-25,0,2,32.101793008629286,desktop,8,N,Y
easy,video,18-25,1,4,28.589120904048965,mobile,8,Y,Y
medium,reading,26-35,19,2,36.536128766065346,mobile,8,N,Y
easy,reading,18-25,12,4,39.9761646122296,mobile,8,Y,Y
medium,combined,46-60,5,1,35.72939524949526,mobile,8,Y,N
easy,coding,46-60,5,3,26.36167975944297,desktop,1,N,Y
easy,coding,18-25,0,4,41.19996025036801,mobile,20,N,N
medium,reading,46-60,19,4,19.523246684276984,desktop,40,Y,Y
medium,coding,46-60,2,3,14.153736079566007,desktop,20,N,Y
easy,video,18-25,15,5,2.0,mobile,1,N,Y
medium,coding,46-60,5,4,29.158308579154138,mobile,20,N,N
easy,reading,26-35,7,2,20.14144272607878,mobile,10,Y,Y
easy,video,18-25,5,1,34.77305371290421,desktop,3,N,Y
medium,coding,36-45,17,5,6.345271271467588,mobile,30,N,Y
easy,coding,18-25,0,7,22.233857389206,mobile,20,Y,Y
medium,combined,26-35,7,6,35.64323887037382,mobile,3,Y,Y
medium,reading,18-25,5,5,17.641966243812234,mobile,30,N,Y
medium,coding,18-25,5,7,34.911080983354346,desktop,3,N,N
medium,combined,26-35,4,7,23.315728859183512,mobile,10,N,Y
easy,coding,26-35,19,4,29.606300282640028,mobile,5,N,Y
hard,combined,36-45,7,0,37.141896077002265,mobile,5,Y,N
easy,reading,36-45,8,5,41.43356427738375,mobile,30,N,Y
easy,coding,18-25,8,4,31.109908935847287,desktop,10,Y,Y
medium,video,36-45,20,2,20.231876461455062,mobile,5,N,Y
medium,combined,26-35,7,6,24.5035336514442,desktop,20,N,Y
easy,reading,18-25,7,6,37.6434643570435,mobile,20,N,N
medium,reading,26-35,6,2,17.74495699820872,mobile,30,N,N
medium,combined,26-35,6,3,27.863200840317532,desktop,30,N,N
medium,reading,18-25,1,1,25.3693908196623,mobile,30,Y,Y
easy,coding,18-25,12,1,28.759658600172425,mobile,15,Y,Y
easy,video,18-25,0,2,17.888609649007474,desktop,8,N,Y
hard,reading,18-25,4,2,7.776667773454658,desktop,30,Y,Y
hard,combined,46-60,4,2,36.24891139151572,mobile,3,N,Y
medium,coding,26-35,6,1,41.569577081863784,mobile,5,N,Y
medium,video,18-25,15,3,8.493900510022122,mobile,8,N,Y
easy,coding,46-60,12,4,34.4271139311146,desktop,5,N,Y
medium,reading,36-45,20,2,42.99819497814212,desktop,15,N,Y
medium,coding,36-45,7,4,37.150932561147876,mobile,30,N,N
hard,coding,26-35,19,2,24.999957855887203,mobile,10,N,N
medium,reading,46-60,0,5,18.678043562990908,desktop,10,Y,N
easy,video,36-45,10,5,30.971736952199873,desktop,8,Y,Y
medium,reading,18-25,16,7,32.97342070616257,mobile,15,N,N
hard,video,36-45,11,0,31.149690133870784,mobile,3,Y,Y
medium,reading,26-35,19,6,27.838384438589213,mobile,1,N,Y
medium,video,36-45,6,2,17.008179310526913,mobile,15,N,N
easy,video,46-60,0,0,35.07225949570622,mobile,10,N,Y
easy,combined,46-60,16,5,35.650253932962286,desktop,8,N,Y
medium,video,60+,1,1,32.40986550554006,mobile,8,N,N
hard,reading,46-60,16,1,31.33192374085509,desktop,3,N,Y
medium,reading,18-25,15,7,50.15099385295326,desktop,15,N,Y
medium,video,18-25,17,1,22.50745458511925,desktop,8,N,Y
medium,combined,26-35,10,4,45.37722116947987,mobile,8,N,N
hard,combined,36-45,18,1,21.19170636933795,desktop,20,N,Y
medium,coding,26-35,3,0,43.30740687547714,desktop,15,N,N
hard,reading,60+,9,0,44.80041060096652,desktop,5,N,N
medium,coding,46-60,2,0,26.48338555917741,mobile,15,N,N
medium,combined,18-25,16,3,49.93155664873,mobile,3,Y,Y
easy,coding,18-25,14,3,35.62843064095307,desktop,5,N,Y
easy,coding,36-45,16,0,19.47273070631319,desktop,15,N,Y
medium,video,26-35,16,2,25.51012086732949,mobile,3,Y,Y
medium,video,26-35,6,2,43.593147673279816,desktop,5,N,Y
medium,reading,36-45,1,4,41.0767764225198,mobile,20,N,N
easy,coding,18-25,19,7,17.30351518344851,mobile,15,Y,Y
easy,reading,18-25,10,5,28.328912253714034,desktop,30,N,Y
hard,video,18-25,1,7,32.44227579331814,desktop,20,N,Y
easy,reading,36-45,19,1,23.90874493109269,mobile,8,N,Y
easy,video,60+,20,1,58.293596680496634,mobile,15,N,Y
hard,combined,46-60,9,6,32.803964920863905,mobile,8,Y,Y
medium,video,18-25,16,2,29.25825370916341,desktop,15,Y,N
hard,coding,36-45,0,6,44.29021253109708,desktop,8,N,N
easy,reading,36-45,1,3,25.61743758193398,desktop,1,N,Y
easy,video,18-25,5,1,42.08913132740788,desktop,3,N,Y
hard,coding,26-35,13,6,9.987211253004183,desktop,20,Y,N
easy,combined,26-35,2,4,24.556151445053207,mobile,3,N,Y
medium,video,18-25,0,6,42.58884502052696,desktop,10,N,Y
medium,combined,46-60,14,3,48.842372647076054,mobile,20,N,Y
easy,combined,36-45,16,1,20.720451443928084,mobile,15,N,Y
medium,video,26-35,15,5,19.32214036537622,mobile,8,N,Y
hard,coding,26-35,16,0,36.80935716444551,desktop,5,N,N
easy,video,26-35,16,5,22.523593260987447,desktop,30,N,Y
easy,video,18-25,12,3,26.777064986935272,desktop,10,N,Y
medium,coding,18-25,10,6,40.51686029684589,mobile,8,Y,Y
easy,combined,18-25,17,6,23.470773820631855,mobile,30,N,Y
medium,reading,26-35,7,3,6.414890981571773,desktop,5,N,N
easy,coding,18-25,2,7,14.386986772729426,desktop,8,N,Y
easy,video,46-60,15,0,30.11946702864337,mobile,3,Y,Y
medium,coding,26-35,5,0,7.638922218325387,mobile,3,N,N
easy,coding,18-25,20,7,26.43407499243215,desktop,8,Y,Y
medium,video,36-45,8,4,13.294841805072096,mobile,15,Y,N
medium,video,18-25,17,3,49.67926808238718,mobile,8,N,Y
medium,coding,26-35,0,1,55.98171113718807,desktop,15,N,Y
easy,combined,18-25,13,2,17.30163477189518,desktop,20,Y,N
easy,reading,26-35,9,5,33.08110416045501,desktop,20,N,Y
medium,reading,18-25,9,6,18.475155216037773,mobile,1,N,N
medium,combined,26-35,5,7,26.288212775345865,mobile,20,Y,N
easy,video,26-35,20,3,51.64163193546967,desktop,3,N,Y
easy,video,36-45,8,3,24.399737427282176,desktop,15,N,Y
hard,video,26-35,17,1,26.567550453154638,mobile,8,Y,N
medium,coding,26-35,8,0,18.689648793267637,mobile,15,Y,Y
hard,video,18-25,1,3,43.75427253197836,mobile,5,N,Y
medium,reading,36-45,18,4,2.0,desktop,15,N,Y
medium,video,18-25,3,0,24.68643214162055,desktop,3,Y,N
medium,reading,36-45,5,3,29.449366870374497,desktop,5,N,N
medium,video,46-60,18,5,22.067072041789025,mobile,15,N,N
medium,reading,18-25,18,6,40.36254609277401,mobile,8,N,Y
medium,video,18-25,19,7,44.42432740764569,desktop,15,N,Y
easy,video,26-35,8,2,13.055525845445821,mobile,15,N,Y
easy,video,18-25,15,3,55.12183984524965,desktop,15,N,Y
hard,video,18-25,6,6,12.920894107757814,mobile,15,N,N
easy,video,26-35,15,5,45.4635681801101,desktop,20,Y,Y
medium,coding,26-35,10,2,31.797932382428332,desktop,30,N,Y
easy,reading,18-25,1,5,23.955586834634225,mobile,3,Y,N
medium,video,26-35,8,1,25.087596843889965,desktop,10,Y,Y
easy,reading,26-35,9,3,29.597846512076234,desktop,15,Y,Y
hard,coding,18-25,5,2,32.50101434236538,mobile,5,N,Y
easy,combined,46-60,7,7,18.958147783541698,desktop,5,N,Y
medium,coding,18-25,10,0,27.192720507859317,desktop,5,N,Y
hard,reading,26-35,1,6,20.751926124868866,desktop,10,N,Y
easy,video,26-35,3,2,15.419405675113527,desktop,8,N,N
medium,video,36-45,16,0,20.192259570505236,desktop,15,N,Y
easy,video,36-45,7,5,16.200304407654727,mobile,15,Y,Y
hard,reading,46-60,12,5,24.958141046993774,desktop,15,N,Y
easy,coding,18-25,11,1,35.18969886562098,mobile,5,N,Y
medium,video,26-35,11,0,31.44852425013555,desktop,20,Y,Y
medium,video,46-60,8,0,53.69213731992781,mobile,15,N,N
easy,video,26-35,10,3,3.4745638353609962,desktop,3,N,Y
easy,coding,18-25,17,1,35.63209159457026,mobile,5,N,Y
easy,reading,26-35,20,5,30.077042862292227,desktop,8,N,Y
easy,reading,46-60,5,0,39.7880441084636,desktop,30,N,N
easy,video,18-25,14,6,38.597582451724904,desktop,8,Y,Y
hard,reading,26-35,20,6,28.020098998377875,desktop,1,N,Y
easy,video,36-45,0,5,32.07181541828107,desktop,3,Y,Y
hard,coding,26-35,16,7,21.071169444978185,mobile,1,N,N
easy,video,26-35,10,7,37.36415975225345,desktop,8,N,Y
medium,coding,18-25,20,0,7.453487374527587,mobile,20,N,Y
medium,video,26-35,12,2,39.3219172637918,mobile,10,N,Y
hard,video,46-60,17,6,29.72191866916668,mobile,20,Y,N
medium,combined,26-35,3,2,24.155255546026936,mobile,1,Y,Y
easy,video,18-25,2,5,27.209601606639286,mobile,10,Y,Y
medium,coding,18-25,19,6,28.08964518493943,mobile,20,N,Y
hard,video,26-35,11,7,45.56764512576602,mobile,15,Y,Y
medium,combined,26-35,11,2,68.80192395898214,desktop,20,Y,Y
hard,reading,18-25,3,2,44.63844988980459,desktop,5,Y,N
easy,coding,26-35,4,0,23.216090569322926,mobile,10,N,Y
easy,video,26-35,17,2,37.55738189142335,mobile,15,N,Y
medium,coding,18-25,6,2,38.079949992689805,desktop,5,Y,N
easy,video,36-45,12,3,18.898071330633357,desktop,20,N,Y
hard,coding,18-25,6,3,14.87040843335182,desktop,8,N,Y
medium,video,18-25,5,6,29.240628852998537,desktop,3,N,Y
easy,video,18-25,3,6,39.69249123241722,desktop,20,N,Y
easy,reading,46-60,19,5,10.65830078878286,mobile,15,N,Y
hard,video,46-60,19,0,21.349225588147128,desktop,20,N,N
easy,coding,36-45,2,3,36.87182050788488,mobile,20,N,N
medium,reading,26-35,7,5,30.500683359246963,mobile,5,N,N
medium,reading,26-35,11,1,46.995283447187944,mobile,15,N,N
easy,video,26-35,8,3,13.063590551083877,desktop,40,Y,Y
medium,video,36-45,15,5,58.22597920139347,desktop,5,N,Y
medium,video,26-35,5,6,11.544090677165045,desktop,10,Y,Y
medium,coding,18-25,1,6,5.650035374060874,desktop,30,N,N
medium,combined,18-25,7,3,29.293046646032316,mobile,3,N,Y
medium,combined,18-25,12,3,16.386492861047888,desktop,30,Y,Y
medium,video,26-35,3,3,29.53493203146145,mobile,10,N,Y
easy,reading,36-45,17,5,29.115277452544,mobile,20,Y,Y
medium,video,18-25,0,3,27.650709454710825,desktop,15,N,Y
hard,combined,18-25,1,3,19.89106761363865,mobile,15,N,N
